idx,input,output
198,Gyeongsangnam-do-사천시-Geumgu-gil-47-0-(용현면) 지하&상가,경상남도 사천시 금구길 47-0 (용현면)
199,Suseo Police Station  725-110 Danjae-ro Chungcheongbuk-do (남일면),충청북도 청주시 상당구 단재로 725-110 (남일면)
200,전라북도-10-0-Oegeonwit-gil-Namwon-si-전라북도,전라북도 남원시 외건윗길 10-0 (인월면)
201,", 393-0, 김&장 미죽로, Dongnam-gu, Cheonan-si, Chungcheongnam-do, (풍세면)",충청남도 천안시 동남구 미죽로 393-0 (풍세면)
202,"Pungmu-ro 57beon-gil,41-0,,김포시,경기도,(풍무동)",경기도 김포시 풍무로57번길 41-0 (풍무동)
203,"3258-0, Gongnyong-ro, 고성군, Gyeongsangnam-do",경상남도 고성군 공룡로 3258-0 (고성읍)
204,"81-0, , 서남길, Haman-gun, Gyeongsangnam-do",경상남도 함안군 서남길 81-0 (칠원읍)
205,"Noseong-ro,579-0,,Nonsan-si,충청남도,(노성면) Suseo Police Station",충청남도 논산시 노성로 579-0 (노성면)
206,"경기도, 광주시, , 60-2, (경안동)",경기도 광주시 경안로 60-2 (경안동)
207,"7-0, Mosan-ro 161beon-gil, Asan-si, 충청남도",충청남도 아산시 모산로161번길 7-0 (배방읍)
208,"Gangwon-do, Hoengseong-gun, Suyeong Tax Office Building파란건물 , 275-46, (강림면)",강원특별자치도 횡성군 주천강로 275-46 (강림면)
209,"강진군,14-0,Yeongpo 1-gil ^",전라남도 강진군 영포1길 14-0 (군동면)
210,32-0  이음& 영월군 강원특별자치도,강원특별자치도 영월군 내성길 32-0 (영월읍)
211,"Chungcheongnam-do-Asan-si-월암로199번길-34-26-(음봉면) 100,1001 김&장 customer office",충청남도 아산시 월암로199번길 34-26 (음봉면)
212,8-15  Wonju-si 강원특별자치도,강원특별자치도 원주시 노림새말길 8-15 (부론면)
213,"87-0, Chojung 6-gil, Jeungpyeong-gun, 이음& 충청북도",충청북도 증평군 초중6길 87-0 (증평읍)
214,Gyeongsangnam-do-49-0-금산순환로444번길-Jinju-si-Gyeongsangnam-do 문 앞에 놔주세요,경상남도 진주시 금산순환로444번길 49-0 (금산면)
215,"서울특별시,(왕십리제2동),Seongdong-gu,무학봉15길,7-0 문 앞에 놔주세요",서울특별시 성동구 무학봉15길 7-0 (왕십리제2동)
216,"64-0, 학다리길, 완주군, 전라북도 노크 x",전라북도 완주군 학다리길 64-0 (봉동읍)
217,"17-5, 100% Hwajeon-ro 78beon-gil, 남해군, Gyeongsangnam-do",경상남도 남해군 화전로78번길 17-5 (남해읍)
218,"^ Yongji-gil,86-9,,익산시,전라북도,(함열읍)",전라북도 익산시 용지길 86-9 (함열읍)
219, 165-0 100% OFFICE 현내길 Gyeongsangbuk-do (진량읍),경상북도 경산시 현내길 165-0 (진량읍)
220,경기도-127-0-Madu 1-gil-평택시-경기도,경기도 평택시 마두1길 127-0 (서탄면)
221,"Taean-gun,297-22,Yongdo-ro",충청남도 태안군 용도로 297-22 (근흥면)
222, 16-20 Bongdong-gil Chungcheongnam-do (연무읍),충청남도 논산시 봉동길 16-20 (연무읍)
223, 200-3 아산만로 충청남도 (도고면) @KIM,충청남도 아산시 아산만로 200-3 (도고면)
224,서울특별시-Eunpyeong-gu-Jinheung-ro 11-gil-5-0-(대조동),서울특별시 은평구 진흥로11길 5-0 (대조동)
225,2-1  지하&상가 Uiryeong-gun 경상남도,경상남도 의령군 무전로2서길 2-1 (의령읍)
226,지하&상가 Jeollanam-do-11-0-Jangsujungang-gil-Goheung-gun-Jeollanam-do,전라남도 고흥군 장수중앙길 11-0 (포두면)
227,"서울특별시,(원효로제2동),Yongsan-gu,Hyochangwon-ro 12ga-gil,21-0",서울특별시 용산구 효창원로12가길 21-0 (원효로제2동)
228,"고서길, 68-3, 경상남도, 하동군 1001ho1001동",경상남도 하동군 고서길 68-3 (하동읍)
229,"28-62, Republic of Korea Gijinae-gil, 정읍시, Jeollabuk-do",전라북도 정읍시 기지내길 28-62 (태인면)
230,89-15  Hamyang-gun Gyeongsangnam-do,경상남도 함양군 소로길 89-15 (서상면)
231,"@KIM , 22-1, Jeomamhakgyo-gil, Goheung-gun, Jeollanam-do, (점암면)",전라남도 고흥군 점암학교길 22-1 (점암면)
232,"대구광역시, 중구, , 260-0, (대봉1동)",대구광역시 중구 대봉로 260-0 (대봉1동)
233, 411-14 오산시 Gyeonggi-do,경기도 오산시 남부대로 411-14 (대원동)
234,"43-0, Gugok 2-gil, 하동군, 경상남도",경상남도 하동군 구곡2길 43-0 (진교면)
235,"73-9, 노크 x 고인돌길, 양양군, Gangwon-do",강원특별자치도 양양군 고인돌길 73-9 (서면)
236,89-35  Asan-si Chungcheongnam-do @KIM,충청남도 아산시 서해로548번길 89-35 (인주면)
237,Jeju-do-9-3-Nabeumnam-ro-제주시-Jeju-do $달러샵$,제주특별자치도 제주시 납읍남로 9-3 (애월읍)
238,"경상남도,(차황면),산청군,Sincha-ro 1480beon-gil,43-0",경상남도 산청군 신차로1480번길 43-0 (차황면)
239,"반포대로20길,16-3,,서초구,Seoul,(서초3동) MUN AP",서울특별시 서초구 반포대로20길 16-3 (서초3동)
240,"Samsanjebang-ro, 107-0, Chungcheongbuk-do, Suyeong Tax Office Building파란건물 보은군",충청북도 보은군 삼산제방로 107-0 (보은읍)
241,"1-0, 이음& , Mokdong 3-gil, 곡성군, Jeollanam-do",전라남도 곡성군 목동3길 1-0 (고달면)
242,"863-56, Namjak-ro, Seongju-gun, 경상북도",경상북도 성주군 남작로 863-56 (수륜면)
243,"*^^* 736-23, 경춘북로, Namyangju-si, Gyeonggi-do",경기도 남양주시 경춘북로 736-23 (진건읍)
244,"53-4, 성주금산3길, 성주군, Gyeongsangbuk-do",경상북도 성주군 성주금산3길 53-4 (성주읍)
245,20-0 $달러샵$  화성시 Gyeonggi-do,경기도 화성시 와우로 20-0 (봉담읍)
246,29-0  강진군 Jeollanam-do,전라남도 강진군 작천용정길 29-0 (작천면)
247,"Geumsang-ro 18beon-gil, 6-12, 문앞 경기도, 성남시 중원구",경기도 성남시 중원구 금상로18번길 6-12 (상대원3동)
248,"864-0, Jipyeong-ro, 양평군, 경기도",경기도 양평군 지평로 864-0 (지평면)
249,"141-1, , 대진항길, 고성군, 강원특별자치도",강원특별자치도 고성군 대진항길 141-1 (현내면)
250,"132-28, Cheongsin-ro, 예산군, 충청남도",충청남도 예산군 청신로 132-28 (신양면)
251,"전라북도,(향교동),Namwon-si,Gyochon-gil,2-0",전라북도 남원시 교촌길 2-0 (향교동)
252,"Gyeonggi-do,63-0,신율로,Yeoju-si,Gyeonggi-do",경기도 여주시 신율로 63-0 (흥천면)
253,121-0  울진군 경상북도 ^,경상북도 울진군 울진대게로 121-0 (후포면)
254, 100-2 Yeongheung-ro 757beon-gil $달러샵$ 인천광역시 (영흥면),인천광역시 옹진군 영흥로757번길 100-2 (영흥면)
255,"Suyeong Tax Office Building파란건물 27-0, 초롱꽃길, Yeongdo-gu, 부산광역시",부산광역시 영도구 초롱꽃길 27-0 (신선동)
256,MUN AP Gyeongsangbuk-do-130-3-Hayang-ro-Gyeongsan-si-Gyeongsangbuk-do,경상북도 경산시 하양로 130-3 (하양읍)
257,"가조가야로,2787-0,,Hapcheon-gun,경상남도,(가야면) ^",경상남도 합천군 가조가야로 2787-0 (가야면)
258,", 182-15, 응봉서로, Yesan-gun, Chungcheongnam-do, (응봉면)",충청남도 예산군 응봉서로 182-15 (응봉면)
259,"대월로557번길, $달러샵$ 186-47, Gyeonggi-do, 이천시",경기도 이천시 대월로557번길 186-47 (대월면)
260,서울특별시-7-0-청파로47나길-Yongsan-gu-서울특별시 Republic of Korea,서울특별시 용산구 청파로47나길 7-0 (청파동)
261,"자유시장길, 14-0, 충청북도, 충주시 *^^*",충청북도 충주시 자유시장길 14-0 (성내.충인동)
262,"Chungcheongbuk-do,(낭성면),청주시 상당구,관정길,199-0",충청북도 청주시 상당구 관정길 199-0 (낭성면)
263,"6-0, 테헤란로4길, 강남구, 서울특별시",서울특별시 강남구 테헤란로4길 6-0 (역삼1동)
264, 43-5 Jungheung-ro 3-gil 충청북도 (사리면),충청북도 괴산군 중흥로3길 43-5 (사리면)
265,", MUN AP 28-1, 구미중앙로13길, 구미시, Gyeongsangbuk-do, (원평동)",경상북도 구미시 구미중앙로13길 28-1 (원평동)
266,19-0  Seo-gu Incheon 문앞,인천광역시 서구 청라루비로144번길 19-0 (청라2동)
267,강원특별자치도-원주시-Bugwi-ro-58-0-(부론면) $달러샵$,강원특별자치도 원주시 부귀로 58-0 (부론면)
268,"469-0, , Wonyang-ro, Cheoin-gu, Yongin-si, 1001ho1001동 Gyeonggi-do",경기도 용인시 처인구 원양로 469-0 (원삼면)
269,"내난길, 21-11, 전라북도, 익산시 지하&상가",전라북도 익산시 내난길 21-11 (성당면)
270,"18-3, 기동길, Gwangyang-si, 전라남도",전라남도 광양시 기동길 18-3 (골약동)
271,"Jeollabuk-do,14-0,기양길,Namwon-si,Jeollabuk-do",전라북도 남원시 기양길 14-0 (이백면)
272,Gyeongsangbuk-do-Yeongju-si-옥계로336번길-50-1-(장수면),경상북도 영주시 옥계로336번길 50-1 (장수면)
273, 65-0 고일로251번길 Gyeonggi-do (풍산동),경기도 고양시 일산동구 고일로251번길 65-0 (풍산동)
274, 753-0 Gujeol-ro Gyeongsangnam-do (동해면) 지하&상가,경상남도 고성군 구절로 753-0 (동해면)
275,"Jeollanam-do,(율어면),Boseong-gun,Baegol-gil,48-5",전라남도 보성군 배골길 48-5 (율어면)
276,$달러샵$  18-8 부여군 Chungcheongnam-do,충청남도 부여군 산저로 18-8 (내산면)
277,"93-10, , Wolcheon-gil, Damyang-gun, A동 Jeollanam-do",전라남도 담양군 월천길 93-10 (월산면)
278,Republic of Korea Gyeongsangnam-do-15-1-Gwangjesan-ro 26beon-gil-Jinju-si-Gyeongsangnam-do,경상남도 진주시 광제산로26번길 15-1 (명석면)
279,"Gyeongsangnam-do, Changnyeong-gun, 노크 x , 24-5, (이방면)",경상남도 창녕군 모곡대밭길 24-5 (이방면)
280,Gyeonggi-do-안성시-Iljukdangchon-gil-134-0-(일죽면) 1001ho1001동,경기도 안성시 일죽당촌길 134-0 (일죽면)
281,"Hanjanggun-ro,377-12,,경산시,Gyeongsangbuk-do,(자인면)",경상북도 경산시 한장군로 377-12 (자인면)
282,전라남도-85-0-Jeopjeong-gil-Jangheung-gun-전라남도,전라남도 장흥군 접정길 85-0 (용산면)
283,"경상남도,184-20,Daedong-ro 274beon-gil,김해시,경상남도",경상남도 김해시 대동로274번길 184-20 (대동면)
284,"Bibongan-gil, 35-6, Gangwon-do, 정선군",강원특별자치도 정선군 비봉안길 35-6 (정선읍)
285, 10-0 종로구 1001ho1001동 서울특별시,서울특별시 종로구 종로58길 10-0 (숭인제2동)
286,"18-6, , 100% OFFICE 중산1길, Goheung-gun, 전라남도",전라남도 고흥군 중산1길 18-6 (남양면)
287,Daegu-211-0-Sinhwa 3-gil-군위군-Daegu 100% OFFICE,대구광역시 군위군 신화3길 211-0 (부계면)
288,이음& 대구광역시-38-8-Gyeongsanggamyeong-gil-중구-대구광역시,대구광역시 중구 경상감영길 38-8 (성내2동)
289,"11-4, 응암로11길, 은평구, 서울특별시",서울특별시 은평구 응암로11길 11-4 (응암제3동)
290, 361-6 Cheonbyeonu-ro 광주광역시 (충장동),광주광역시 동구 천변우로 361-6 (충장동)
291,"전라남도, Wando-gun, , 158-0, (약산면)",전라남도 완도군 우두길 158-0 (약산면)
292,^  28-0 Eumseong-gun 충청북도,충청북도 음성군 무극로244번길 28-0 (금왕읍)
293,"개화동로27나길, @KIM 32-0, Seoul, 강서구",서울특별시 강서구 개화동로27나길 32-0 (방화제2동)
294,^ 경상북도-126-4-건천1길-경주시-경상북도,경상북도 경주시 건천1길 126-4 (건천읍)
295,"187-16, , 문앞 영수길, 함평군, Jeollanam-do",전라남도 함평군 영수길 187-16 (함평읍)
296,"Gyeongsangnam-do, Miryang-si, ^ , 76-0, (교동)",경상남도 밀양시 교동로 76-0 (교동)
297, 110-16 예산군 Chungcheongnam-do Suyeong Tax Office Building파란건물,충청남도 예산군 임존성길 110-16 (대흥면)
298,경기도-199-0-양주산성로800번길-Yangju-si-경기도 문 앞에 놔주세요,경기도 양주시 양주산성로800번길 199-0 (백석읍)
299,"경상남도-42-0-Noyeon-ro 228beon-gil-Uichang-gu, Changwon-si-경상남도 A동",경상남도 창원시 의창구 노연로228번길 42-0 (동읍)
300, 157-0 울진군 경상북도,경상북도 울진군 매화매실1길 157-0 (매화면)
301,"전라남도, 나주시, , 5-0, (세지면)",전라남도 나주시 세남로 5-0 (세지면)
302, 221-0 매창로 Jeollabuk-do 노크 x (부안읍),전라북도 부안군 매창로 221-0 (부안읍)
303, 41-0 Sinpyeong-ro 1001ho1001동 경기도 (신평동),경기도 평택시 신평로 41-0 (신평동)
304,"국사봉로, 713-19, Gyeonggi-do, Anseong-si",경기도 안성시 국사봉로 713-19 (삼죽면)
305,", 16-0, 동탄지성로412번길, 화성시, 아이가 자고 있어요. 경기도, (반월동)",경기도 화성시 동탄지성로412번길 16-0 (반월동)
306,"경상남도,(욕지면),통영시,서촌아랫길,135-0 문 앞에 놔주세요",경상남도 통영시 서촌아랫길 135-0 (욕지면)
307,"Gyeonggi-do,(모가면),Icheon-si,Sasil-ro,979-25",경기도 이천시 사실로 979-25 (모가면)
308,"원범왕길, 19-6, 경상남도, 하동군",경상남도 하동군 원범왕길 19-6 (화개면)
309,"전라북도,(무풍면),무주군,구천동로,323-0 100%",전라북도 무주군 구천동로 323-0 (무풍면)
310,"Otumul-ro,20-0,,서구,Incheon,(석남1동) MUN AP",인천광역시 서구 옻우물로 20-0 (석남1동)
311, 222-0 Manse-ro Gyeonggi-do (대덕면) 100% office,경기도 안성시 만세로 222-0 (대덕면)
312, 6-20 통일로9길 Seoul (천연동),서울특별시 서대문구 통일로9길 6-20 (천연동)
313, customs office 100% 11-9 Gyeseok 2-gil 경상남도 (동면),경상남도 양산시 계석2길 11-9 (동면)
314,"Jeollabuk-do,30-16,Yucheon 1-gil,익산시,Jeollabuk-do",전라북도 익산시 유천1길 30-16 (동산동)
315,26-0  Dalseong-gun Daegu 지하&상가,대구광역시 달성군 다사로91길 26-0 (다사읍)
316,"Gyeonggi-do,191-4,Jipyeong-ro,양평군,Gyeonggi-do",경기도 양평군 지평로 191-4 (지평면)
317, 121-0 @KIM Pyeongchang-gun Gangwon-do,강원특별자치도 평창군 면의동길 121-0 (진부면)
318,"Gangwon-do,25-0,태기로19번길,Hoengseong-gun,Gangwon-do 김&장",강원특별자치도 횡성군 태기로19번길 25-0 (횡성읍)
319,"46-10, 김&장 Haansamni-gil, 합천군, 경상남도",경상남도 합천군 하안삼리길 46-10 (쌍백면)
320,"전라남도,283-0,Yeonu-gil,해남군,전라남도",전라남도 해남군 연우길 283-0 (황산면)
321, 84-12 Cheongha-ro 151beon-gil 경상북도 (청하면),경상북도 포항시 북구 청하로151번길 84-12 (청하면)
322,"@KIM Gyeonggi-do, 가평군, , 1408-74, (청평면)",경기도 가평군 경춘로 1408-74 (청평면)
323,", 116-5, 처인성로827번길, 문 앞에 놔주세요 Cheoin-gu, Yongin-si, 경기도, (남사읍)",경기도 용인시 처인구 처인성로827번길 116-5 (남사읍)
324,전라남도-20-0-Mulmu-ro-Yeonggwang-gun-전라남도,전라남도 영광군 물무로 20-0 (영광읍)
325, 157-0 석지3길 Gyeongsangnam-do (하이면),경상남도 고성군 석지3길 157-0 (하이면)
326,"Gangwon-do, 원주시, , 99-6, (반곡관설동)",강원특별자치도 원주시 갈촌길 99-6 (반곡관설동)
327,", 48-0, 내청명길, 완주군, 전라북도, (구이면)",전라북도 완주군 내청명길 48-0 (구이면)
328,57-10  Hampyeong-gun 전라남도,전라남도 함평군 구밀길 57-10 (해보면)
329,"덕암2길,12-0,,Miryang-si,경상남도,(무안면) 100% office",경상남도 밀양시 덕암2길 12-0 (무안면)
330,"신풍로, ^ 59-0, Gyeonggi-do, 수원시 팔달구",경기도 수원시 팔달구 신풍로 59-0 (행궁동)
331, 30-17 Sinheungdong-gil Jeollanam-do (포두면),전라남도 고흥군 신흥동길 30-17 (포두면)
332,"33-0, , 100% OFFICE 학담시장2길, 횡성군, Gangwon-do",강원특별자치도 횡성군 학담시장2길 33-0 (공근면)
333,"30-0, , 중부대로2376번길, 용인시 처인구, 경기도",경기도 용인시 처인구 중부대로2376번길 30-0 (양지면)
334,"Soan-ro, 213-1, 100% office 전라남도, 완도군",전라남도 완도군 소안로 213-1 (소안면)
335,"4210-0, , 동해대로, 속초시, 강원특별자치도 $달러샵$",강원특별자치도 속초시 동해대로 4210-0 (노학동)
336,전라남도-순천시-Bungmun-gil-70-0-(중앙동) 1001ho1001동,전라남도 순천시 북문길 70-0 (중앙동)
337,"경상북도,(선산읍),구미시,동교길,31-8",경상북도 구미시 동교길 31-8 (선산읍)
338,"3-0, Gangjin-ro 79beon-gil, 남해군, 경상남도",경상남도 남해군 강진로79번길 3-0 (설천면)
339,"21-2, , Wonjiji-gil, Jangsu-gun, Jeollabuk-do",전라북도 장수군 원지지길 21-2 (번암면)
340,"경기도, 포천시, , 160-0, (이동면)",경기도 포천시 여우고개로255번길 160-0 (이동면)
341,Gyeongsangbuk-do-167-0-Jagyak-ro-Sangju-si-Gyeongsangbuk-do,경상북도 상주시 작약로 167-0 (은척면)
342,"*^^* Yesan-gun,11-14,입침큰말길",충청남도 예산군 입침큰말길 11-14 (응봉면)
343,"Chungcheongnam-do,279-55,음봉로,아산시,Chungcheongnam-do",충청남도 아산시 음봉로 279-55 (음봉면)
344,충청남도-논산시-Haewol-ro 235beon-gil-16-7-(부창동) $달러샵$,충청남도 논산시 해월로235번길 16-7 (부창동)
345,"60-0, 서오릉로, 은평구, 서울특별시",서울특별시 은평구 서오릉로 60-0 (녹번동)
346,"경상북도,(운수면),고령군,Anheuksu-gil,19-6",경상북도 고령군 안흑수길 19-6 (운수면)
347,"Gangwon-do,104-4,춘양밤골길,양구군,Gangwon-do customs office 100%",강원특별자치도 양구군 춘양밤골길 104-4 (국토정중앙면)
348,"증동길258번길, 17-0, 경기도, 양평군 아이가 자고 있어요.",경기도 양평군 증동길258번길 17-0 (양서면)
349,"Suyeong Tax Office Building파란건물 경상남도,(대산면),Uichang-gu, Changwon-si,Daesanbuk-ro,275-7",경상남도 창원시 의창구 대산북로 275-7 (대산면)
350, customs office 100% 27-1 Sinhosanjang-gil 전라남도 (고흥읍),전라남도 고흥군 신호산장길 27-1 (고흥읍)
351, 780-0 Dangjin-si Chungcheongnam-do,충청남도 당진시 순성로 780-0 (송악읍)
352,", 17-0, 봉오대로601번길, Gyeyang-gu, 인천광역시, (효성1동)",인천광역시 계양구 봉오대로601번길 17-0 (효성1동)
353,11-4  Nonsan-si Chungcheongnam-do $달러샵$,충청남도 논산시 지산1길 11-4 (취암동)
354,"충청남도,(송산면),Dangjin-si,당산1로,554-0",충청남도 당진시 당산1로 554-0 (송산면)
355,", 122-0, 노크 x 제먼당길, Hadong-gun, Gyeongsangnam-do, (금남면)",경상남도 하동군 제먼당길 122-0 (금남면)
356,", 26-0, 일월로41번길, 포항시 남구, Gyeongsangbuk-do, (동해면)",경상북도 포항시 남구 일월로41번길 26-0 (동해면)
357,Gangwon-do-32-8-가진해변길-Goseong-gun-Gangwon-do ^,강원특별자치도 고성군 가진해변길 32-8 (죽왕면)
358, 58-4 예천군 Gyeongsangbuk-do,경상북도 예천군 미석1길 58-4 (감천면)
359,"광주광역시,24-30,Seochangbalsan-gil,Seo-gu,광주광역시",광주광역시 서구 서창발산길 24-30 (서창동)
360,"부평구,62-1,아트센터로",인천광역시 부평구 아트센터로 62-1 (십정2동)
361,"진영로,312-52,,Gimhae-si,경상남도,(진영읍) @KIM",경상남도 김해시 진영로 312-52 (진영읍)
362,"여주시,195-0,강문로 ^",경기도 여주시 강문로 195-0 (강천면)
363,"100% Chungcheongnam-do, 논산시, , 59-32, (노성면)",충청남도 논산시 벼슬로 59-32 (노성면)
364,"Chodangsundubu-gil,2-0,,Gangneung-si,Gangwon-do,(초당동)",강원특별자치도 강릉시 초당순두부길 2-0 (초당동)
365,서울특별시-영등포구-Gyeongin-ro-853-0-(영등포동) 문 앞에 놔주세요,서울특별시 영등포구 경인로 853-0 (영등포동)
366,"Jeollanam-do,(광의면),구례군,방광1길,25-0 Suseo Police Station",전라남도 구례군 방광1길 25-0 (광의면)
367,"Jung-gu,27-0,을지로16길",서울특별시 중구 을지로16길 27-0 (을지로동)
368,"111-0, , MUN AP 진벌로, Taean-gun, 충청남도",충청남도 태안군 진벌로 111-0 (태안읍)
369,"72-6, , 100% office 성락길, Geochang-gun, Gyeongsangnam-do",경상남도 거창군 성락길 72-6 (마리면)
370, 29-8 Sammunjungang-ro 3-gil 문 앞에 놔주세요 경상남도 (삼문동),경상남도 밀양시 삼문중앙로3길 29-8 (삼문동)
371,"다대로, 655-0, 부산광역시, 사하구 1001ho1001동",부산광역시 사하구 다대로 655-0 (다대제1동)
372,"14-0, customs office 100% , Gareubaengi-ro 20-gil, 서구, Daegu",대구광역시 서구 가르뱅이로20길 14-0 (상중이동)
373,Jeollanam-do-나주시-유전길-65-13-(금천면),전라남도 나주시 유전길 65-13 (금천면)
374,"MUN AP Gyeonggi-do,(퇴촌면),광주시,Cheonjinam-ro,697-1",경기도 광주시 천진암로 697-1 (퇴촌면)
375,"18-0, Seosan 3-gil, Hapcheon-gun, 경상남도",경상남도 합천군 서산3길 18-0 (합천읍)
376,지하&상가 Chungcheongnam-do-예산군-신가꽃산길-34-5-(삽교읍),충청남도 예산군 신가꽃산길 34-5 (삽교읍)
377,"4-0  Heungdeok-gu, Cheongju-si 충청북도",충청북도 청주시 흥덕구 오송5길 4-0 (오송읍)
378,"MUN AP Chungcheongnam-do,(쌍용1동),천안시 서북구,Mira 4-gil,20-0",충청남도 천안시 서북구 미라4길 20-0 (쌍용1동)
379, 169-2 *^^* Jung-gu Daejeon,대전광역시 중구 중앙로 169-2 (은행선화동)
380,"18-0, , 청라한내로174번길, Seo-gu, Incheon",인천광역시 서구 청라한내로174번길 18-0 (청라3동)
381,"전라남도, 고흥군, , 45-2, (도화면)",전라남도 고흥군 이목동길 45-2 (도화면)
382,", 50-12, Gihoan-gil, 통영시, 경상남도, (용남면)",경상남도 통영시 기호안길 50-12 (용남면)
383,"Gangneung-daero,369-5,,Gangneung-si,Gangwon-do,(포남1동)",강원특별자치도 강릉시 강릉대로 369-5 (포남1동)
384,"99-4, 100% office Sanggwi-gil, Jeju-si, 제주특별자치도",제주특별자치도 제주시 상귀길 99-4 (애월읍)
385,Jeollanam-do-Gurye-gun-남도대교로-396-0-(간전면),전라남도 구례군 남도대교로 396-0 (간전면)
386,"용궁1길, 45-8, 충청남도, 예산군",충청남도 예산군 용궁1길 45-8 (신암면)
387,"Gyeongsangnam-do,(향촌동),사천시,Samsang-ro,663-0",경상남도 사천시 삼상로 663-0 (향촌동)
388,", 276-0, 정동2길, 의령군, 경상남도, (용덕면)",경상남도 의령군 정동2길 276-0 (용덕면)
389,"Jeollanam-do, Mokpo-si, , 255-4, (만호동)",전라남도 목포시 해안로 255-4 (만호동)
390, 42-9 보령시 ^ 충청남도,충청남도 보령시 보령남로 42-9 (대천4동)
391,"57-0, ^ 선거1길, 임실군, Jeollabuk-do",전라북도 임실군 선거1길 57-0 (운암면)
392,"Incheon,(용현5동),미추홀구,독배로,303-72 100,1001 김&장 customer office",인천광역시 미추홀구 독배로 303-72 (용현5동)
393,전라남도-2069-0-중부로-신안군-전라남도,전라남도 신안군 중부로 2069-0 (암태면)
394,"16-0, 100,1001 김&장 customer office 뒷비파길, 경주시, 경상북도",경상북도 경주시 뒷비파길 16-0 (내남면)
